Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,2020-04-07,15:00,44569,42500,44500,132,12,565,41389,2010,5844,5083,-308,725,-10883,12,-802,-2478,-471,-2751,-4276,0,18,114,-2,463,103,1,3933,886,264,162,312,251
France,Données temps réel,2020-04-07,15:15,44053,42150,44050,134,13,569,41099,1987,5753,5008,-713,728,-10525,13,,,,,,2,18,114,-2,469,101,1,3884,852,272,164,313,251
France,Données temps réel,2020-04-07,15:30,43535,41800,43600,134,13,552,40944,1995,5501,5032,-710,725,-10651,13,-802,-2478,-471,-2751,-4728,2,18,114,-1,469,83,1,3872,796,364,161,313,251
France,Données temps réel,2020-04-07,15:45,42989,41600,43300,134,13,573,40655,1965,5296,4983,-708,727,-10649,13,,,,,,2,18,114,-1,471,102,1,3836,733,414,162,314,251
France,Données temps réel,2020-04-07,16:00,42565,41400,43000,134,13,576,40895,1969,5089,4768,-709,727,-10897,13,-802,-2250,-471,-2755,-5314,2,18,114,-2,470,107,1,3814,649,305,162,314,251
France,Données temps réel,2020-04-07,16:15,42378,41000,42500,134,13,574,41135,1917,4797,4537,-195,727,-11261,13,,,,,,2,18,114,-1,464,110,1,3675,595,267,161,315,251
France,Données temps réel,2020-04-07,16:30,41992,40600,42000,134,14,579,41173,1894,4556,4569,-195,726,-11458,13,-802,-2250,-471,-2755,-5575,2,18,114,-2,469,111,1,3675,627,267,161,314,251
France,Données temps réel,2020-04-07,16:45,41566,40500,41800,134,13,577,41169,1860,4205,4660,-199,726,-11579,13,,,,,,2,18,114,-2,467,111,1,3657,738,265,162,313,251
France,Données temps réel,2020-04-07,17:00,41110,40400,41600,133,14,581,40855,1866,3776,4570,-200,727,-11212,13,-901,-2250,-856,-2755,-4588,1,18,114,-2,471,111,1,3624,694,252,162,314,251
France,Données temps réel,2020-04-07,17:15,40884,40200,41300,133,12,579,40987,1875,3525,4598,-198,727,-11354,13,,,,,,1,18,114,-2,470,110,1,3665,716,217,162,314,251
France,Données temps réel,2020-04-07,17:30,40650,40000,41000,134,13,574,41234,1890,3158,4613,-422,723,-11267,13,-901,-2250,-856,-2755,-4588,2,18,114,-1,465,109,1,3707,661,245,162,310,251
France,Données temps réel,2020-04-07,17:45,40711,40150,41100,134,13,575,41563,1837,2802,4907,-466,724,-11378,13,,,,,,2,18,114,-1,466,109,1,3807,798,302,162,311,251
France,Données temps réel,2020-04-07,18:00,40876,40300,41200,134,13,575,41582,1763,2496,5038,-461,724,-10988,13,-1000,-2775,-856,-2755,-3797,2,18,114,-1,466,109,1,3878,814,346,163,310,251
France,Données temps réel,2020-04-07,18:15,41415,40650,41450,134,13,563,41932,1797,2115,5300,-455,727,-10711,13,,,,,,2,18,114,-1,466,97,1,4122,833,345,163,313,251
France,Données temps réel,2020-04-07,18:30,42011,41000,41700,134,14,576,42240,1810,1708,5810,-455,726,-10552,13,-1000,-2775,-856,-2755,-3797,2,18,114,-2,474,103,1,4157,1094,559,163,312,251
France,Données temps réel,2020-04-07,18:45,42893,42000,42650,134,13,589,42499,1787,1364,6525,0,726,-10744,13,,,,,,2,18,114,-1,482,107,1,4295,1476,754,163,312,251
France,Données temps réel,2020-04-07,19:00,44047,43000,43600,134,14,598,42729,1741,999,7539,0,730,-10437,13,-1000,-2775,-856,-2755,-3724,2,18,114,-2,490,109,1,4287,2493,759,164,315,251
France,Données temps réel,2020-04-07,19:15,44693,43500,44050,134,14,585,43394,1760,705,8062,0,731,-10692,13,,,,,,2,18,114,-1,497,88,1,4496,2444,1122,165,315,251
France,Données temps réel,2020-04-07,19:30,45050,44000,44500,134,14,601,43857,1703,491,8150,0,730,-10630,13,-1000,-2775,-856,-2755,-3724,2,18,114,-1,497,104,1,4553,2489,1108,164,315,251
France,Données temps réel,2020-04-07,19:45,45129,44150,44600,134,14,605,44037,1722,316,8829,0,728,-11256,13,,,,,,2,18,114,-1,497,108,1,4641,2696,1492,164,313,251
France,Données temps réel,2020-04-07,20:00,45239,44300,44700,134,12,601,44081,1760,194,8867,0,729,-11139,13,-1000,-2775,-856,-2755,-3863,2,18,114,-1,505,96,1,4648,2737,1482,165,313,251
France,Données temps réel,2020-04-07,20:15,45119,44350,44650,134,14,603,44193,1857,166,8869,0,729,-11446,13,,,,,,2,18,114,-1,506,97,1,4634,2754,1481,164,314,251
France,Données temps réel,2020-04-07,20:30,45011,44400,44600,134,12,608,44104,1921,146,8686,0,726,-11326,13,-1000,-2775,-856,-2755,-3863,2,18,114,-2,503,106,1,4612,2709,1365,163,312,251
France,Données temps réel,2020-04-07,20:45,45257,44700,44850,133,12,619,44210,2095,138,8721,0,730,-11401,13,,,,,,1,18,114,-1,509,110,1,4607,2809,1305,165,314,251
France,Données temps réel,2020-04-07,21:00,45467,45000,45100,133,12,608,44180,2201,132,8891,-26,723,-11387,12,-1000,-2775,-856,-2755,-4157,1,18,114,-1,497,111,1,4608,2959,1324,164,308,251
France,Données temps réel,2020-04-07,21:15,45130,44350,44450,133,10,602,44209,2347,0,8422,-35,726,-11414,12,,,,,,1,18,114,-1,492,110,1,4659,2345,1418,164,311,251
France,Données temps réel,2020-04-07,21:30,44509,43700,43800,134,11,601,44295,2507,0,7710,-43,727,-11565,13,-1000,-2775,-856,-2755,-4157,2,18,114,-2,491,111,1,4584,1994,1132,165,311,251
France,Données temps réel,2020-04-07,21:45,43862,43150,43250,134,8,597,44144,2659,0,6937,0,730,-11476,13,,,,,,2,18,114,-1,485,112,1,4444,1574,919,166,313,251
France,Données temps réel,2020-04-07,22:00,43541,42600,42700,133,11,575,44119,2852,0,6706,0,729,-11711,13,-901,-2775,-856,-2777,-4346,1,18,114,-2,486,90,1,4497,1492,717,165,313,251
France,Données temps réel,2020-04-07,22:15,43678,43250,43300,133,9,591,44144,2977,0,6910,0,738,-11953,13,,,,,,1,18,114,-2,485,107,1,4558,1482,870,165,322,251
France,Données temps réel,2020-04-07,22:30,44671,43900,43900,134,10,596,43808,3046,0,7773,0,739,-11566,13,-901,-2775,-856,-2777,-4271,2,18,114,-1,486,110,1,4662,1867,1244,166,322,251
France,Données temps réel,2020-04-07,22:45,47001,45050,45050,134,12,595,43860,3207,0,9487,0,737,-11164,12,,,,,,2,18,114,-1,486,109,1,5070,2673,1744,165,321,251
France,Données temps réel,2020-04-07,23:00,46540,46200,46200,134,10,610,43742,3258,0,9710,0,738,-11790,12,-802,-2775,-899,-2777,-4521,2,18,114,-2,506,105,1,5116,2793,1801,166,321,251
France,Données temps réel,2020-04-07,23:15,47071,46700,46650,134,10,617,43736,3296,0,10219,0,742,-11810,12,,,,,,2,18,114,-2,508,110,1,5120,3195,1904,167,324,251
France,Données temps réel,2020-04-07,23:30,47132,47200,47100,134,10,617,43697,3281,0,9994,-1,742,-11469,12,-802,-2775,-899,-2777,-4322,2,18,114,-2,507,111,1,5156,3110,1728,166,325,251
France,Données temps réel,2020-04-07,23:45,47434,46600,46550,133,11,593,43692,3260,0,10093,-1,743,-11224,12,,,,,,1,18,114,-1,506,87,1,5202,3100,1791,167,325,251
France,Données temps réel,2020-04-08,00:00,46669,46000,46700,133,10,592,43453,3261,0,9836,0,744,-11487,12,-802,-2400,-1274,-2777,-5344,1,18,114,-1,487,105,1,5193,2972,1671,168,325,251
France,Données temps réel,2020-04-08,00:15,46094,45050,45800,133,8,573,43675,3188,0,9849,0,742,-12198,12,,,,,,1,18,114,-1,468,105,1,4776,2962,2111,167,324,251
France,Données temps réel,2020-04-08,00:30,44928,44100,44900,133,7,577,43498,3219,0,9474,0,743,-12852,12,-802,-2400,-1274,-2777,-5344,1,18,114,-1,469,108,1,4767,2848,1859,168,324,251
France,Données temps réel,2020-04-08,00:45,43380,43250,43850,133,9,578,43576,3154,0,7759,0,743,-12702,13,,,,,,1,18,114,-1,469,109,1,4713,2053,993,168,324,251
France,Données temps réel,2020-04-08,01:00,42797,42400,42800,134,8,582,43593,3072,0,7399,0,741,-12855,13,-778,-2400,-1274,-2777,-5439,2,18,114,-1,471,111,1,4690,1955,754,166,324,251
France,Données temps réel,2020-04-08,01:15,42931,42600,43100,134,8,579,43699,2970,0,7158,-6,742,-12480,13,,,,,,2,18,114,-1,470,109,1,4433,1774,951,167,324,251
France,Données temps réel,2020-04-08,01:30,42340,42800,43400,134,5,548,43628,2905,0,7086,-18,744,-12817,12,-778,-2400,-1274,-2777,-5439,2,18,114,-2,467,82,1,4457,1727,902,169,324,251
France,Données temps réel,2020-04-08,01:45,42356,42500,43050,133,6,554,43452,2844,0,6874,-17,744,-12359,13,,,,,,1,18,114,-2,465,90,1,4350,1668,856,169,324,251
France,Données temps réel,2020-04-08,02:00,42170,42200,42700,134,9,577,43536,2815,0,6853,-17,743,-12605,13,-753,-2400,-1274,-2777,-5364,2,18,114,-2,471,107,1,4338,1672,843,167,325,251
France,Données temps réel,2020-04-08,02:15,42255,41450,41950,134,9,573,43376,2859,0,6651,-17,744,-12203,13,,,,,,2,18,114,-1,464,109,1,4101,1610,940,169,324,251
France,Données temps réel,2020-04-08,02:30,41161,40700,41200,134,8,566,42739,2839,0,5966,-29,745,-11931,13,-753,-2400,-1274,-2777,-5364,2,18,114,-1,469,97,1,4106,1576,284,169,325,251
France,Données temps réel,2020-04-08,02:45,40286,39950,40450,133,8,576,42605,2825,0,5554,-63,745,-12225,13,,,,,,1,18,114,-1,470,106,1,3935,1617,2,169,325,251
France,Données temps réel,2020-04-08,03:00,39671,39200,39700,130,7,576,42548,2817,0,5510,-63,743,-12719,13,-753,-2309,-1274,-2777,-5568,-2,18,114,-1,470,106,1,3931,1577,2,168,324,251
France,Données temps réel,2020-04-08,03:15,39181,38700,39150,130,7,572,42091,2752,0,5374,-64,742,-12551,13,,,,,,-2,18,114,-2,464,109,1,3851,1521,2,167,324,251
France,Données temps réel,2020-04-08,03:30,38596,38200,38600,130,7,567,41766,2733,0,5415,-152,748,-12751,14,-753,-2309,-1274,-2777,-5623,-2,18,114,-1,471,96,1,3880,1535,0,168,329,251
France,Données temps réel,2020-04-08,03:45,38205,37700,38250,130,7,581,41879,2697,0,5348,-726,748,-12588,14,,,,,,-2,18,114,-1,470,111,1,3851,1497,0,169,328,251
France,Données temps réel,2020-04-08,04:00,37943,37200,37900,130,8,572,41658,2638,0,5306,-722,751,-12526,14,-753,-2219,-1274,-2777,-5293,-2,18,114,-1,464,108,1,3825,1481,0,170,330,251
France,Données temps réel,2020-04-08,04:15,37531,36950,37600,130,7,573,41666,2580,0,5160,-1282,755,-12186,14,,,,,,-2,18,114,-1,465,108,1,3720,1440,0,169,335,251
France,Données temps réel,2020-04-08,04:30,37499,36700,37300,130,8,581,41752,2535,0,5154,-1283,755,-12258,14,-753,-2219,-1274,-2777,-5474,-2,18,114,-1,471,110,1,3688,1466,0,170,334,251
France,Données temps réel,2020-04-08,04:45,37392,37000,37550,130,8,577,41982,2487,0,5091,-1456,757,-12307,14,,,,,,-2,18,114,-1,467,110,1,3581,1510,0,170,336,251
France,Données temps réel,2020-04-08,05:00,37822,37300,37800,130,7,581,41903,2461,0,5002,-1452,753,-11689,14,-753,-2354,-1289,-2777,-4077,-2,18,114,-1,471,110,1,3525,1477,0,166,336,251
France,Données temps réel,2020-04-08,05:15,38250,37500,38050,130,8,576,41785,2412,0,4997,-1518,749,-11017,14,,,,,,-2,18,114,-1,468,108,1,3503,1494,0,162,336,251
France,Données temps réel,2020-04-08,05:30,38301,37700,38300,130,7,570,41729,2347,0,4964,-1519,754,-10809,14,-753,-2354,-1289,-2777,-4118,-2,18,114,-2,464,107,1,3482,1482,0,167,336,251
France,Données temps réel,2020-04-08,05:45,38790,38150,38750,130,7,574,41702,2311,0,5053,-846,754,-11024,14,,,,,,-2,18,114,-1,464,110,1,3520,1533,0,168,335,251
France,Données temps réel,2020-04-08,06:00,39222,38600,39200,130,7,540,41598,2192,0,5031,-844,751,-10310,14,-753,-2400,-1289,-2755,-3288,-2,18,114,-2,463,78,1,3520,1511,0,167,333,251
France,Données temps réel,2020-04-08,06:15,40347,39350,39850,134,8,558,42444,2189,0,5224,-549,752,-10541,14,,,,,,2,18,114,-1,470,88,1,3676,1548,0,167,334,251
France,Données temps réel,2020-04-08,06:30,40375,40100,40500,133,7,572,42591,2128,131,5192,-387,752,-10744,14,-753,-2400,-1289,-2755,-3338,1,18,114,-2,467,106,1,3729,1462,1,167,334,251
France,Données temps réel,2020-04-08,06:45,40962,40550,40950,133,8,539,42710,2078,126,5325,-386,750,-10321,13,,,,,,1,18,114,-2,465,75,1,3837,1486,2,166,333,251
France,Données temps réel,2020-04-08,07:00,41356,41000,41400,133,9,556,42545,2048,132,5779,-64,751,-10533,13,-975,-2821,-1227,-2755,-2994,1,18,114,-1,470,86,1,3888,1890,1,166,334,251
France,Données temps réel,2020-04-08,07:15,41689,41200,41600,134,9,570,42941,2018,165,6108,-17,753,-10992,13,,,,,,2,18,114,-1,468,102,1,4112,1968,28,168,334,251
France,Données temps réel,2020-04-08,07:30,42069,41400,41800,134,8,552,43277,1994,208,5900,-11,754,-10747,13,-975,-2821,-1227,-2755,-2994,2,18,114,-2,469,84,1,4153,1714,33,170,333,251
France,Données temps réel,2020-04-08,07:45,42413,41950,42550,133,8,571,43273,1987,258,6373,-11,752,-10931,13,,,,,,1,18,114,-2,470,102,1,4390,1743,240,167,334,251
France,Données temps réel,2020-04-08,08:00,43325,42500,43300,134,11,534,43567,2022,361,6889,-11,754,-10936,13,-1000,-2821,-1227,-2762,-3502,2,18,114,-2,465,70,1,4496,2097,296,167,336,251
France,Données temps réel,2020-04-08,08:15,43891,43150,43800,134,9,529,43666,2016,570,7672,-11,755,-11449,12,,,,,,2,18,114,-2,470,60,1,4778,2368,526,168,336,251
France,Données temps réel,2020-04-08,08:30,44256,43800,44300,134,8,565,43691,1975,833,7812,-11,752,-11503,13,-1000,-2821,-1227,-2762,-3452,2,18,114,-1,470,95,1,4760,2361,691,165,336,251
France,Données temps réel,2020-04-08,08:45,44987,44100,44800,134,7,544,43759,1881,1142,8026,-11,749,-11244,12,,,,,,2,18,114,-2,439,106,1,4803,2430,793,162,336,251
France,Données temps réel,2020-04-08,09:00,45265,44400,45300,134,8,546,43810,1747,1500,8096,-11,750,-11315,12,-1000,-2821,-856,-2762,-4162,2,18,114,-2,439,108,1,4801,2494,801,163,336,251
France,Données temps réel,2020-04-08,09:15,45725,44700,45600,134,9,549,43940,1641,1920,8482,0,749,-11699,12,,,,,,2,18,114,-1,440,109,1,4891,2645,946,162,336,251
France,Données temps réel,2020-04-08,09:30,45949,45000,45900,134,7,549,43762,1502,2332,8384,0,750,-11471,12,-1000,-2821,-856,-2762,-4162,2,18,114,-2,439,111,1,4979,2602,803,163,336,251
France,Données temps réel,2020-04-08,09:45,46028,44800,46050,133,10,546,43660,1388,2657,8236,0,751,-11353,12,,,,,,1,18,114,-1,435,111,1,4944,2484,808,163,337,251
France,Données temps réel,2020-04-08,10:00,46217,44600,46200,133,10,526,43560,1268,3114,8167,0,749,-11310,12,-1000,-2821,-784,-2762,-4630,1,18,114,-1,437,89,1,4917,2461,789,163,335,251
France,Données temps réel,2020-04-08,10:15,46105,44600,46200,134,7,527,43709,1140,3493,7640,0,746,-11291,12,,,,,,2,18,114,-1,438,89,1,4581,2123,936,159,336,251
France,Données temps réel,2020-04-08,10:30,46191,44600,46200,133,7,544,43569,1103,3743,8034,0,751,-11693,12,-1000,-2821,-784,-2762,-4430,1,18,114,-1,438,106,1,4613,2250,1171,165,335,251
France,Données temps réel,2020-04-08,10:45,46382,44550,46300,133,7,543,43694,1092,4082,7988,-229,749,-11677,12,,,,,,1,18,114,-2,437,107,1,4647,2188,1153,163,335,251
France,Données temps réel,2020-04-08,11:00,46378,44500,46400,133,6,514,43665,1008,4414,7872,-229,748,-11753,12,-1000,-2821,-784,-2618,-4490,1,18,114,-2,438,77,1,4654,2173,1045,162,335,251
France,Données temps réel,2020-04-08,11:15,46714,44800,46600,133,7,538,43667,998,4764,7847,-230,751,-11761,12,,,,,,1,18,114,-1,439,99,1,4626,2187,1034,165,335,251
France,Données temps réel,2020-04-08,11:30,46813,45100,46800,134,7,539,43778,956,4901,7999,-229,749,-12021,12,-1000,-2821,-784,-2618,-4490,2,18,114,-1,436,103,1,4687,2266,1046,164,334,251
France,Données temps réel,2020-04-08,11:45,47313,46050,47900,134,8,498,43751,954,5130,8119,-51,752,-11982,11,,,,,,2,18,114,-1,436,62,1,4843,2330,946,166,335,251
France,Données temps réel,2020-04-08,12:00,48338,47000,49000,134,9,527,43781,917,5434,8219,-50,748,-11381,11,-1000,-3000,-720,-2755,-4147,2,18,114,-1,439,88,1,4813,2383,1023,164,333,251
France,Données temps réel,2020-04-08,12:15,48853,46750,48750,134,9,529,43825,938,5679,8487,0,749,-11497,11,,,,,,2,18,114,-2,439,91,1,4835,2610,1042,163,335,251
France,Données temps réel,2020-04-08,12:30,49151,46500,48500,134,7,536,43778,929,5765,8981,0,750,-11729,11,-1000,-3000,-720,-2755,-3972,2,18,114,-2,433,104,1,4989,2802,1190,163,336,251
France,Données temps réel,2020-04-08,12:45,49583,47250,49150,134,9,531,43786,899,5915,9081,0,748,-11520,11,,,,,,2,18,114,-1,439,92,1,5063,2814,1204,161,336,251
France,Données temps réel,2020-04-08,13:00,48772,48000,49800,134,8,510,43717,879,6019,8656,0,748,-11899,11,-1000,-3000,-720,-2655,-4527,2,18,114,-2,439,72,1,5031,2619,1006,162,335,251
France,Données temps réel,2020-04-08,13:15,47866,46650,48400,134,8,541,43665,900,6082,8667,0,750,-12881,11,,,,,,2,18,114,-1,439,102,1,4892,2463,1312,164,335,251
France,Données temps réel,2020-04-08,13:30,46910,45300,47000,133,8,486,43468,916,6185,7418,0,749,-12453,11,-1000,-3000,-720,-2655,-4499,1,18,114,-1,439,47,1,4860,2073,485,164,334,251
France,Données temps réel,2020-04-08,13:45,46464,45000,46550,133,8,498,43254,889,6423,7111,-42,750,-12560,11,,,,,,1,18,114,-1,439,59,1,4752,1882,477,165,334,251
France,Données temps réel,2020-04-08,14:00,46153,44700,46100,133,7,511,43331,885,6468,6393,-53,750,-12272,12,-1000,-3000,-561,-2755,-5193,1,18,114,-1,437,74,1,4710,1296,387,164,335,251
France,Données temps réel,2020-04-08,14:15,45564,44550,45950,134,8,540,42397,883,6434,6703,-53,750,-12232,12,,,,,,2,18,114,-1,439,101,1,4520,1719,464,165,334,251
France,Données temps réel,2020-04-08,14:30,44895,44400,45800,133,9,487,42243,901,6358,6313,-65,751,-12235,12,-1000,-3000,-561,-2755,-5275,1,18,114,-1,439,48,1,4451,1634,228,165,335,251
France,Données temps réel,2020-04-08,14:45,44373,43650,45050,134,7,512,42340,887,6479,5992,-63,751,-12666,12,,,,,,2,18,114,-1,439,73,1,4241,1505,246,166,334,251
France,Données temps réel,2020-04-08,15:00,43897,42900,44300,133,9,531,42126,885,6334,5699,-387,750,-12183,12,-1000,-2767,-593,-2555,-4316,1,18,114,-2,432,100,1,4208,1442,49,165,334,251
France,Données temps réel,2020-04-08,15:15,43350,42400,43800,134,8,534,42009,870,6168,5542,-1072,739,-11582,12,,,,,,2,18,114,-2,438,97,1,4123,1387,32,165,323,251
France,Données temps réel,2020-04-08,15:30,42717,41900,43300,134,7,513,42132,883,5954,5547,-1670,739,-11522,12,-1000,-2767,-593,-2555,-4393,2,18,114,-1,439,74,1,4102,1408,37,165,323,251
France,Données temps réel,2020-04-08,15:45,42372,41500,42900,134,8,531,42048,867,5873,5453,-1674,739,-11607,13,,,,,,2,18,114,-1,434,97,1,4044,1369,40,164,324,251
France,Données temps réel,2020-04-08,16:00,42101,41100,42500,134,9,545,42182,871,5765,5527,-1902,740,-11770,13,-1000,-2600,-784,-2755,-4322,2,18,114,-1,439,106,1,4091,1399,37,164,325,251
France,Données temps réel,2020-04-08,16:15,41557,40750,42150,134,8,524,42174,841,5527,5558,-2475,740,-11474,13,,,,,,2,18,114,-2,446,79,1,4097,1423,38,165,324,251
France,Données temps réel,2020-04-08,16:30,41202,40400,41800,134,9,531,42062,825,5259,5509,-2483,737,-11381,13,-1000,-2600,-784,-2755,-4348,2,18,114,-1,449,82,1,4038,1429,42,164,322,251
France,Données temps réel,2020-04-08,16:45,40825,40250,41650,134,9,551,42031,829,4911,5586,-2475,738,-11489,13,,,,,,2,18,114,-1,450,101,1,4060,1483,43,165,322,251
France,Données temps réel,2020-04-08,17:00,40689,40100,41500,134,10,588,41851,831,4724,5581,-2479,737,-11288,14,-1000,-2600,-1084,-2755,-3689,2,18,114,-1,483,105,1,3999,1537,45,165,321,251
France,Données temps réel,2020-04-08,17:15,39988,39900,41300,134,9,517,41884,806,4444,5456,-2473,738,-11527,13,,,,,,2,18,114,-1,469,48,1,3974,1446,36,166,321,251
France,Données temps réel,2020-04-08,17:30,40050,39700,41100,134,10,556,42150,794,4040,5541,-2468,738,-11445,13,-1000,-2600,-1084,-2755,-3751,2,18,114,-2,468,89,1,3933,1566,42,165,322,251
France,Données temps réel,2020-04-08,17:45,40214,39900,41250,134,11,570,42305,815,3663,4983,-1838,739,-11168,14,,,,,,2,18,114,-2,466,105,1,3882,1052,49,164,324,251
France,Données temps réel,2020-04-08,18:00,40512,40100,41400,134,10,536,42194,821,3239,5142,-1830,745,-10479,14,-1000,-2276,-1284,-2755,-2755,2,18,114,-1,464,72,1,3960,1127,55,168,326,251
France,Données temps réel,2020-04-08,18:15,40506,40350,41650,134,9,522,41982,816,2689,5344,-1556,744,-10178,13,,,,,,2,18,114,-1,469,53,1,4277,1047,20,167,326,251
France,Données temps réel,2020-04-08,18:30,41225,40600,41900,134,7,548,42034,790,2297,5409,-420,743,-10317,13,-1000,-2276,-1284,-2755,-3283,2,18,114,-1,465,83,1,4319,1068,22,169,323,251
France,Données temps réel,2020-04-08,18:45,41927,41400,42650,134,9,571,42254,789,1816,6353,0,741,-10740,13,,,,,,2,18,114,-2,469,103,1,4518,1604,231,166,324,251
France,Données temps réel,2020-04-08,19:00,42959,42200,43400,134,8,515,42514,785,1310,6996,0,744,-10047,13,-1000,-2250,-1284,-2755,-3820,2,18,114,-2,468,48,1,4715,1998,283,168,325,251
France,Données temps réel,2020-04-08,19:15,43239,42600,43750,134,9,531,42192,780,987,8992,0,740,-11126,13,,,,,,2,18,114,-1,471,60,1,4969,2758,1265,166,323,251
France,Données temps réel,2020-04-08,19:30,43671,43000,44100,134,11,565,42135,757,699,9050,0,741,-10421,13,-1000,-2250,-1284,-2755,-3820,2,18,114,-1,469,96,1,4958,2767,1325,165,325,251
France,Données temps réel,2020-04-08,19:45,43606,43050,44100,134,11,577,42339,752,459,9367,0,740,-10773,13,,,,,,2,18,114,-1,470,107,1,4975,2957,1435,164,325,251
France,Données temps réel,2020-04-08,20:00,43579,43100,44100,134,11,578,42362,748,263,9837,0,740,-11094,13,-1000,-2682,-1284,-2755,-3852,2,18,114,-1,470,108,1,5017,3210,1610,162,327,251
France,Données temps réel,2020-04-08,20:15,43349,43100,44100,134,12,579,42361,762,192,10035,0,744,-11470,13,,,,,,2,18,114,-1,469,110,1,5091,3337,1607,162,331,251
France,Données temps réel,2020-04-08,20:30,43555,43100,44100,134,12,573,42462,785,165,10513,0,742,-11831,13,-1000,-2682,-1284,-2755,-3852,2,18,114,-2,469,105,1,5067,3283,2163,158,333,251
France,Données temps réel,2020-04-08,20:45,44005,43400,44350,134,10,512,42518,825,142,10679,0,744,-11559,12,,,,,,2,18,114,-2,464,49,1,5197,3416,2066,160,333,251
France,Données temps réel,2020-04-08,21:00,44400,43700,44600,134,12,543,42587,849,135,11025,0,743,-11628,12,-1000,-2682,-1284,-2755,-4090,2,18,114,-1,470,73,1,5173,3536,2316,159,333,251
France,Données temps réel,2020-04-08,21:15,44293,43050,43950,134,11,524,42599,891,0,10474,0,743,-11220,12,,,,,,2,18,114,-1,469,55,1,5076,3129,2269,159,333,251
France,Données temps réel,2020-04-08,21:30,43484,42400,43300,134,11,565,42498,911,0,9619,0,744,-11124,13,-1000,-2682,-1284,-2755,-3901,2,18,114,-1,469,96,1,5018,2454,2147,160,333,251
France,Données temps réel,2020-04-08,21:45,43000,41800,42700,134,11,532,42474,917,0,9014,0,745,-10954,13,,,,,,2,18,114,-1,463,69,1,4957,2268,1789,161,333,251
France,Données temps réel,2020-04-08,22:00,42665,41200,42100,134,9,528,42461,932,0,9014,0,744,-11278,13,-1000,-2682,-1284,-2777,-3783,2,18,114,-2,469,60,1,4970,2294,1750,160,333,251
France,Données temps réel,2020-04-08,22:15,42732,41900,42800,134,11,543,42453,922,0,9183,0,746,-11389,13,,,,,,2,18,114,-1,470,73,1,4963,2450,1770,162,333,251
France,Données temps réel,2020-04-08,22:30,43662,42600,43500,134,11,570,42474,949,0,9489,0,748,-10842,13,-1000,-2682,-1284,-2777,-3783,2,18,114,-2,468,103,1,4990,2557,1942,161,336,251
France,Données temps réel,2020-04-08,22:45,45997,43750,44650,133,10,535,42569,975,0,11477,-1,745,-10575,12,,,,,,1,18,114,-1,469,66,1,5270,3433,2774,161,333,251
France,Données temps réel,2020-04-08,23:00,45621,44900,45800,133,12,563,42542,1031,0,11678,0,746,-11214,12,-1000,-2488,-1349,-2777,-4085,1,18,114,-2,479,85,1,5373,3639,2666,162,333,251
France,Données temps réel,2020-04-08,23:15,46230,45250,46150,134,12,594,42666,1070,0,12637,0,747,-11757,12,,,,,,2,18,114,-1,491,103,1,5640,4180,2817,162,334,251
France,Données temps réel,2020-04-08,23:30,46101,45600,46500,133,10,597,42651,1099,0,12438,0,736,-11688,12,-1000,-2488,-1349,-2777,-4085,1,18,114,-1,491,106,1,5657,4102,2679,162,323,251
France,Données temps réel,2020-04-08,23:45,46586,45450,45900,133,10,543,42631,1108,0,12363,0,736,-11063,12,,,,,,1,18,114,-1,491,52,1,5569,4097,2697,163,322,251
France,Données temps réel,2020-04-09,00:00,45842,45300,45800,134,11,558,42501,1108,0,12210,0,737,-11547,12,-1000,-2160,-1244,-2777,-4544,2,18,114,-1,492,66,1,5589,4012,2609,164,322,251
France,Données temps réel,2020-04-09,00:15,45442,44350,44850,134,11,587,42182,1123,0,12232,0,736,-11692,12,,,,,,2,18,114,-1,491,96,1,5422,4076,2734,162,323,251
France,Données temps réel,2020-04-09,00:30,43934,43400,43900,133,11,531,41640,1130,0,11323,0,740,-11703,12,-1000,-2160,-1244,-2777,-4544,1,18,114,-1,487,44,1,5376,3402,2545,163,326,251
France,Données temps réel,2020-04-09,00:45,42365,42450,42850,134,11,538,41577,1099,0,10019,0,740,-11878,13,,,,,,2,18,114,-2,491,48,1,5284,3050,1685,162,327,251
France,Données temps réel,2020-04-09,01:00,41879,41500,41800,134,12,578,41428,1078,0,9864,0,742,-12085,13,-926,-2207,-1169,-2577,-5051,2,18,114,-2,492,87,1,5400,2978,1486,164,327,251
France,Données temps réel,2020-04-09,01:15,41864,41650,42050,134,11,600,41467,1098,0,9832,-17,748,-12136,13,,,,,,2,18,114,-1,492,108,1,5200,2976,1656,164,333,251
France,Données temps réel,2020-04-09,01:30,41576,41800,42300,130,10,540,41336,1094,0,9866,-25,748,-12254,13,-926,-2207,-1169,-2577,-5051,-2,18,114,-1,492,48,1,5211,2995,1660,165,332,251
